ID	original_genome_id	old_speceis_names	speceis_names_fig2	hex	id_table S1	Species name	Major clade	clade_order	Family	Genus	CUG usage
1	saprochaete_clavata	Saprochaete_clavata	Saprochaete_clavata	#FF2800	22	Saprochaete clavata	Dipodascaceae/Trichomonascaceae	3	Dipodascaceae	Saprochaete	Leu
2	yHMPu5000034974_deakozyma_indianensis_160519	yHMPu5000034974_Deakozyma_indianensis	Deakozyma_indianensis	#FF2800	39	Deakozyma indianensis	Dipodascaceae/Trichomonascaceae	3	Saccharomycetales incertae sedis	Deakozyma	Leu
3	clavispora_lusitaniae	Clavispora_lusitaniae	Clavispora_lusitaniae	#FFd200	135	Clavispora lusitaniae	CUG-Ser1	8	Metschnikowiaceae	Clavispora	Ser
4	yHMPu5000034999_cephaloascus_fragrans_160519	yHMPu5000034999_Cephaloascus_fragrans	Cephaloascus_fragrans	#FFd200	204	Cephaloascus fragrans	CUG-Ser1	8	Cephaloascaceae	Cephaloascus	Ser
5	yHMPu5000034998_cephaloascus_albidus_160519	yHMPu5000034998_Cephaloascus_albidus	Cephaloascus_albidus	#FFd200	205	Cephaloascus albidus	CUG-Ser1	8	Cephaloascaceae	Cephaloascus	Ser
6	babjeviella_inositovora	Babjeviella_inositovora	Babjeviella_inositovora	#FFd200	122	Babjeviella inositovora	CUG-Ser1	8	Debaryomycetaceae	Babjeviella	Ser
7	candida_dubliniensis	Candida_dubliniensis	Candida_dubliniensis	#FFd200	126	Candida dubliniensis	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
8	candida_albicans	Candida_albicans	Candida_albicans	#FFd200	123	Candida albicans	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
9	candida_parapsilosis	Candida_parapsilosis	Candida_parapsilosis	#FFd200	130	Candida parapsilosis	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
10	candida_homilentoma	Candida_homilentoma	Hyphopichia_homilentoma	#FFd200	127	Hyphopichia homilentoma	CUG-Ser1	8	Debaryomycetaceae	Hyphopichia	Ser
11	candida_tropicalis	Candida_tropicalis	Candida_tropicalis	#FFd200	134	Candida tropicalis	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
12	candida_orthopsilosis	Candida_orthopsilosis	Candida_orthopsilosis	#FFd200	129	Candida orthopsilosis	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
13	candida_carpophila	Candida_carpophila	Candida_carpophila	#FFd200	125	Candida carpophila	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
14	candida_tanzawaensis	Candida_tanzawaensis	Suhomyces_tanzawaensis	#FFd200	132	Suhomyces tanzawaensis	CUG-Ser1	8	Debaryomycetaceae	Suhomyces	Ser
15	candida_tenuis	Candida_tenuis	Yamadazyma_tenuis	#FFd200	133	Yamadazyma tenuis	CUG-Ser1	8	Debaryomycetaceae	Yamadazyma	Ser
16	yHMPu5000034632_candida_athensensis_160519	yHMPu5000034632_Candida_athensensis	Candida_athensensis	#FFd200	214	Candida athensensis	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
17	yHMPu5000035679_candida_rhagii_160613	yHMPu5000035679_Candida_rhagii	Candida_rhagii	#FFd200	186	Candida rhagii	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
18	yHMPu5000035681_candida_gotoi_160519	yHMPu5000035681_Candida_gotoi	Candida_gotoi	#FFd200	185	Candida gotoi	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
19	yHMPu5000034643_candida_schatavii_160519	yHMPu5000034643_Candida_schatavii	Candida_schatavii	#FFd200	213	Candida schatavii	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
20	yHMPu5000035031_candida_kruisii_160519	yHMPu5000035031_Candida_kruisii	Teunomyces_kruisii	#FFd200	200	Teunomyces kruisii	CUG-Ser1	8	Debaryomycetaceae	Teunomyces	Ser
21	yHMPu5000035302_candida_fragi_160928	yHMPu5000035302_Candida_fragi	Candida_fragi	#FFd200	194	Candida fragi	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
22	debaryomyces_hansenii	Debaryomyces_hansenii	Debaryomyces_hansenii	#FFd200	136	Debaryomyces hansenii	CUG-Ser1	8	Debaryomycetaceae	Debaryomyces	Ser
23	yHMPu5000041713_debaryomyces_maramus_160928	yHMPu5000041713_Debaryomyces_maramus	Debaryomyces_maramus	#FFd200	181	Debaryomyces maramus	CUG-Ser1	8	Debaryomycetaceae	Debaryomyces	Ser
24	yHMPu5000041693_debaryomyces_nepalensis_160928	yHMPu5000041693_Debaryomyces_nepalensis	Debaryomyces_nepalensis	#FFd200	182	Debaryomyces nepalensis	CUG-Ser1	8	Debaryomycetaceae	Debaryomyces	Ser
25	yHMPu5000041829_debaryomyces_fabryi_160928	yHMPu5000041829_Debaryomyces_fabryi	Debaryomyces_fabryi	#FFd200	178	Debaryomyces fabryi	CUG-Ser1	8	Debaryomycetaceae	Debaryomyces	Ser
26	hyphopichia_burtonii	Hyphopichia_burtonii	Hyphopichia_burtonii	#FFd200	137	Hyphopichia burtonii	CUG-Ser1	8	Debaryomycetaceae	Hyphopichia	Ser
27	yHMPu5000035318_hyphopichia_heimii_160928	yHMPu5000035318_Hyphopichia_heimii	Hyphopichia_heimii	#FFd200	193	Hyphopichia heimii	CUG-Ser1	8	Debaryomycetaceae	Hyphopichia	Ser
28	yHMPu5000035667_kurtzmaniella_cleridarum_160928	yHMPu5000035667_Kurtzmaniella_cleridarum	Kurtzmaniella_cleridarum	#FFd200	188	Kurtzmaniella cleridarum	CUG-Ser1	8	Debaryomycetaceae	Kurtzmaniella	Ser
29	lodderomyces_elongisporus	Lodderomyces_elongisporus	Lodderomyces_elongisporus	#FFd200	138	Lodderomyces elongisporus	CUG-Ser1	8	Debaryomycetaceae	Lodderomyces	Ser
30	meyerozyma_guilliermondii	Meyerozyma_guilliermondii	Meyerozyma_guilliermondii	#FFd200	162	Meyerozyma guilliermondii	CUG-Ser1	8	Debaryomycetaceae	Meyerozyma	Ser
31	yHMPu5000035665_middelhovenomyces_tepae_160613	yHMPu5000035665_Middelhovenomyces_tepae	Middelhovenomyces_tepae	#FF2800	32	Middelhovenomyces tepae	Dipodascaceae/Trichomonascaceae	3	Saccharomycetales incertae sedis	Middelhovenomyces	Leu
32	millerozyma_acaciae	Millerozyma_acaciae	Millerozyma_acaciae	#FFd200	163	Millerozyma acaciae	CUG-Ser1	8	Debaryomycetaceae	Millerozyma	Ser
33	yHMPu5000034883_peterozyma_xylosa_160519	yHMPu5000034883_Peterozyma_xylosa	Peterozyma_xylosa	#6A3906	60	Peterozyma xylosa	CUG-Ala	6	Saccharomycetales incertae sedis	Peterozyma	Ala
34	yHMPu5000034884_peterozyma_toletana_160519	yHMPu5000034884_Peterozyma_toletana	Peterozyma_toletana	#6A3906	59	Peterozyma toletana	CUG-Ala	6	Saccharomycetales incertae sedis	Peterozyma	Ala
35	priceomyces_haplophilus	Priceomyces_haplophilus	Priceomyces_haplophilus	#FFd200	164	Priceomyces haplophilus	CUG-Ser1	8	Debaryomycetaceae	Priceomyces	Ser
36	yHMPu5000034606_priceomyces_medius_160519	yHMPu5000034606_Priceomyces_medius	Priceomyces_medius	#FFd200	215	Priceomyces medius	CUG-Ser1	8	Debaryomycetaceae	Priceomyces	Ser
37	yHMPu5000035296_priceomyces_carsonii_160928	yHMPu5000035296_Priceomyces_carsonii	Priceomyces_carsonii	#FFd200	196	Priceomyces carsonii	CUG-Ser1	8	Debaryomycetaceae	Priceomyces	Ser
38	scheffersomyces_lignosus	Scheffersomyces_lignosus	Scheffersomyces_lignosus	#FFd200	165	Scheffersomyces lignosus	CUG-Ser1	8	Debaryomycetaceae	Scheffersomyces	Ser
39	scheffersomyces_stipitis	Scheffersomyces_stipitis	Scheffersomyces_stipitis	#FFd200	166	Scheffersomyces stipitis	CUG-Ser1	8	Debaryomycetaceae	Scheffersomyces	Ser
40	spathaspora_passalidarum	Spathaspora_passalidarum	Spathaspora_passalidarum	#FFd200	171	Spathaspora passalidarum	CUG-Ser1	8	Debaryomycetaceae	Spathaspora	Ser
41	spathaspora_arborariae	Spathaspora_arborariae	Spathaspora_arborariae	#FFd200	167	Spathaspora arborariae	CUG-Ser1	8	Debaryomycetaceae	Spathaspora	Ser
42	wickerhamia_fluorescens	Wickerhamia_fluorescens	Wickerhamia_fluorescens	#FFd200	172	Wickerhamia fluorescens	CUG-Ser1	8	Debaryomycetaceae	Wickerhamia	Ser
43	yHMPu5000035641_yamadazyma_scolyti_160613	yHMPu5000035641_Yamadazyma_scolyti	Yamadazyma_scolyti	#FFd200	190	Yamadazyma scolyti	CUG-Ser1	8	Debaryomycetaceae	Yamadazyma	Ser
44	yHMPu5000035640_yamadazyma_philogaea_160519	yHMPu5000035640_Yamadazyma_philogaea	Yamadazyma_philogaea	#FFd200	191	Yamadazyma philogaea	CUG-Ser1	8	Debaryomycetaceae	Yamadazyma	Ser
45	yHMPu5000035252_yamadazyma_nakazawae_160928	yHMPu5000035252_Yamadazyma_nakazawae	Yamadazyma_nakazawae	#FFd200	197	Yamadazyma nakazawae	CUG-Ser1	8	Debaryomycetaceae	Yamadazyma	Ser
46	yHMPu5000034654_aciculoconidium_aculeatum_160519	yHMPu5000034654_Aciculoconidium_aculeatum	Aciculoconidium_aculeatum	#FFd200	211	Aciculoconidium aculeatum	CUG-Ser1	8	Metschnikowiaceae	Aciculoconidium	Ser
47	candida_intermedia	Candida_intermedia	Candida_intermedia	#FFd200	128	Candida intermedia	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
48	yHMPu5000034986_candida_oregonensis_160519	yHMPu5000034986_Candida_oregonensis	Candida_oregonensis	#FFd200	208	Candida oregonensis	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
49	yHMPu5000034648_candida_restingae_160519	yHMPu5000034648_Candida_restingae	Candida_restingae	#FFd200	212	Candida restingae	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
50	candida_auris	Candida_auris	Candida_auris	#FFd200	124	Candida auris	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
51	yHMPu5000034988_candida_fructus_160519	yHMPu5000034988_Candida_fructus	Candida_fructus	#FFd200	207	Candida fructus	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
52	yHMPu5000034973_danielozyma_ontarioensis_160519	yHMPu5000034973_Danielozyma_ontarioensis	Danielozyma_ontarioensis	#FFd200	209	Danielozyma ontarioensis	CUG-Ser1	8	Metschnikowiaceae	Danielozyma	Ser
53	yHMPu5000034665_kodamaea_laetipori_160519	yHMPu5000034665_Kodamaea_laetipori	Kodamaea_laetipori	#FFd200	210	Kodamaea laetipori	CUG-Ser1	8	Metschnikowiaceae	Kodamaea	Ser
54	yHMPu5000035677_kodamaea_ohmeri_160519	yHMPu5000035677_Kodamaea_ohmeri	Kodamaea_ohmeri	#FFd200	187	Kodamaea ohmeri	CUG-Ser1	8	Metschnikowiaceae	Kodamaea	Ser
55	metschnikowia_bicuspidata	Metschnikowia_bicuspidata	Metschnikowia_bicuspidata_var._bicuspidata	#FFd200	141	Metschnikowia bicuspidata var. bicuspidata	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
56	metschnikowia_hibisci	Metschnikowia_hibisci	Metschnikowia_hibisci	#FFd200	150	Metschnikowia hibisci	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
57	metschnikowia_aberdeeniae	Metschnikowia_aberdeeniae	Metschnikowia_aberdeeniae	#FFd200	139	Metschnikowia aberdeeniae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
58	metschnikowia_kipukae	Metschnikowia_kipukae	Metschnikowia_kipukae	#FFd200	153	Metschnikowia kipukae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
59	metschnikowia_shivogae	Metschnikowia_shivogae	Metschnikowia_shivogae	#FFd200	160	Metschnikowia shivogae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
60	metschnikowia_dekortum	Metschnikowia_dekortum	Metschnikowia_dekortorum	#FFd200	146	Metschnikowia dekortorum	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
61	metschnikowia_drakensbergensis	Metschnikowia_drakensbergensis	Metschnikowia_drakensbergensis	#FFd200	147	Metschnikowia drakensbergensis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
62	metschnikowia_kamakouana	Metschnikowia_kamakouana	Metschnikowia_kamakouana	#FFd200	152	Metschnikowia kamakouana	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
63	metschnikowia_proteae	Metschnikowia_proteae	Metschnikowia_proteae	#FFd200	158	Metschnikowia proteae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
64	metschnikowia_mauinuiana	Metschnikowia_mauinuiana	Metschnikowia_mauinuiana	#FFd200	157	Metschnikowia mauinuiana	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
65	metschnikowia_matae_maris	Metschnikowia_matae_maris	Metschnikowia_matae_var._maris	#FFd200	156	Metschnikowia matae var. maris	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
66	metschnikowia_bowlesiae	Metschnikowia_bowlesiae	Metschnikowia_bowlesiae	#FFd200	143	Metschnikowia bowlesiae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
67	metschnikowia_similis	Metschnikowia_similis	Metschnikowia_similis	#FFd200	161	Metschnikowia similis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
68	metschnikowia_hawaiiensis	Metschnikowia_hawaiiensis	Metschnikowia_hawaiiensis	#FFd200	149	Metschnikowia hawaiiensis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
69	candida_sojae	Candida_sojae	Candida_sojae	#FFd200	131	Candida sojae	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
70	spathaspora_girioi	Spathaspora_girioi	Spathaspora_girioi	#FFd200	168	Spathaspora girioi	CUG-Ser1	8	Debaryomycetaceae	Spathaspora	Ser
71	spathaspora_hagerdaliae	Spathaspora_hagerdaliae	Spathaspora_hagerdaliae	#FFd200	170	Spathaspora hagerdaliae	CUG-Ser1	8	Debaryomycetaceae	Spathaspora	Ser
72	spathaspora_gorwiae	Spathaspora_gorwiae	Spathaspora_gorwiae	#FFd200	169	Spathaspora gorwiae	CUG-Ser1	8	Debaryomycetaceae	Spathaspora	Ser
73	metschnikowia_ipomoeae	Metschnikowia_ipomoeae	Metschnikowia_ipomoeae	#FFd200	151	Metschnikowia ipomoeae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
74	metschnikowia_arizonensis	Metschnikowia_arizonensis	Metschnikowia_arizonensis	#FFd200	140	Metschnikowia arizonensis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
75	metschnikowia_matae	Metschnikowia_matae	Metschnikowia_matae_var._matae	#FFd200	155	Metschnikowia matae var. matae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
76	metschnikowia_lockheadii	Metschnikowia_lockheadii	Metschnikowia_lochheadii	#FFd200	154	Metschnikowia lochheadii	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
77	metschnikowia_santaceciliae	Metschnikowia_santaceciliae	Metschnikowia_santaceciliae	#FFd200	159	Metschnikowia santaceciliae	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
78	metschnikowia_hamakuensis	Metschnikowia_hamakuensis	Metschnikowia_hamakuensis	#FFd200	148	Metschnikowia hamakuensis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
79	metschnikowia_continentalis	Metschnikowia_continentalis	Metschnikowia_continentalis	#FFd200	145	Metschnikowia continentalis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
80	metschnikowia_cerradonensis	Metschnikowia_cerradonensis	Metschnikowia_cerradonensis	#FFd200	144	Metschnikowia cerradonensis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
81	metschnikowia_borealis	Metschnikowia_borealis	Metschnikowia_borealis	#FFd200	142	Metschnikowia borealis	CUG-Ser1	8	Metschnikowiaceae	Metschnikowia	Ser
82	yHMPu5000035662_meyerozyma_caribbica_160613	yHMPu5000035662_Meyerozyma_caribbica	Meyerozyma_caribbica	#FFd200	189	Meyerozyma caribbica	CUG-Ser1	8	Debaryomycetaceae	Meyerozyma	Ser
83	yHMPu5000035033_candida_cretensis_160519	yHMPu5000035033_Candida_cretensis	Teunomyces_cretensis	#FFd200	198	Teunomyces cretensis	CUG-Ser1	8	Debaryomycetaceae	Teunomyces	Ser
84	yHMPu5000041863_candida_gorgasii_160928	yHMPu5000041863_Candida_gorgasii	Candida_gorgasii	#FFd200	173	Candida gorgasii	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
85	yHMPu5000035011_candida_pyralidae_160519	yHMPu5000035011_Candida_pyralidae	Suhomyces_pyralidae	#FFd200	203	Suhomyces pyralidae	CUG-Ser1	8	Debaryomycetaceae	Suhomyces	Ser
86	yHMPu5000041833_candida_tammaniensis_160928	yHMPu5000041833_Candida_tammaniensis	Candida_tammaniensis	#FFd200	177	Candida tammaniensis	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
87	yHMPu5000035018_candida_canberraensis_160519	yHMPu5000035018_Candida_canberraensis	Suhomyces_canberraensis	#FFd200	202	Suhomyces canberraensis	CUG-Ser1	8	Debaryomycetaceae	Suhomyces	Ser
88	yHMPu5000035022_candida_emberorum_160519	yHMPu5000035022_Candida_emberorum	Suhomyces_emberorum	#FFd200	201	Suhomyces emberorum	CUG-Ser1	8	Debaryomycetaceae	Suhomyces	Ser
89	yHMPu5000035032_candida_gatunensis_160519	yHMPu5000035032_Candida_gatunensis	Teunomyces_gatunensis	#FFd200	199	Teunomyces gatunensis	CUG-Ser1	8	Debaryomycetaceae	Teunomyces	Ser
90	yHMPu5000034990_candida_corydali_160519	yHMPu5000034990_Candida_corydali	Candida_corydali	#FFd200	206	Candida corydali	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
91	yHMPu5000041855_candida_ascalaphidarum_160928	yHMPu5000041855_Candida_ascalaphidarum	Candida_ascalaphidarum	#FFd200	175	Candida ascalaphidarum	CUG-Ser1	8	Debaryomycetaceae	Candida	Ser
92	yHMPu5000041840_candida_wancherniae_160928	yHMPu5000041840_Candida_wancherniae	Candida_wancherniae	#FFd200	176	Candida wancherniae	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
93	yHMPu5000035707_candida_heveicola_160519	yHMPu5000035707_Candida_heveicola	Candida_heveicola	#FFd200	184	Candida heveicola	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
94	yHMPu5000035335_candida_blattae_160928	yHMPu5000035335_Candida_blattae	Candida_blattae	#FFd200	192	Candida blattae	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
95	yHMPu5000041743_candida_hawaiiana_160928	yHMPu5000041743_Candida_hawaiiana	Candida_hawaiiana	#FFd200	180	Candida hawaiiana	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
96	yHMPu5000041862_candida_golubevii_160928	yHMPu5000041862_Candida_golubevii	Candida_golubevii	#FFd200	174	Candida golubevii	CUG-Ser1	8	Metschnikowiaceae	Candida	Ser
97	yHMPu5000041824_debaryomyces_subglobosus_160928	yHMPu5000041824_Debaryomyces_subglobosus	Debaryomyces_subglobosus	#FFd200	179	Debaryomyces subglobosus	CUG-Ser1	8	Debaryomycetaceae	Debaryomyces	Ser
98	yHMPu5000041678_debaryomyces_prosopidis_160928	yHMPu5000041678_Debaryomyces_prosopidis	Debaryomyces_prosopidis	#FFd200	183	Debaryomyces prosopidis	CUG-Ser1	8	Debaryomycetaceae	Debaryomyces	Ser
99	yHMPu5000035297_priceomyces_castillae_160928	yHMPu5000035297_Priceomyces_castillae	Priceomyces_castillae	#FFd200	195	Priceomyces castillae	CUG-Ser1	8	Debaryomycetaceae	Priceomyces	Ser
100	ogataea_polymorpha	Ogataea_polymorpha	Ogataea_polymorpha	#FF8200	73	Ogataea polymorpha	Pichiaceae	7	Pichiaceae	Ogataea	Leu
101	pichia_membranifaciens	Pichia_membranifaciens	Pichia_membranifaciens	#FF8200	74	Pichia membranifaciens	Pichiaceae	7	Pichiaceae	Pichia	Leu
102	brettanomyces_anomalus	Brettanomyces_anomalus	Brettanomyces_anomalus	#FF8200	63	Brettanomyces anomalus	Pichiaceae	7	Pichiaceae	Brettanomyces	Leu
103	yHMPu5000026197_brettanomyces_custersianus_160519	yHMPu5000026197_Brettanomyces_custersianus	Brettanomyces_custersianus	#FF8200	117	Brettanomyces custersianus	Pichiaceae	7	Pichiaceae	Brettanomyces	Leu
104	candida_boidinii_JCM9604	Candida_boidinii_JCM9604	Candida_boidinii	#FF8200	65	Candida boidinii	Pichiaceae	7	Pichiaceae	Candida	Leu
105	candida_succiphila	Candida_succiphila	Candida_succiphila	#FF8200	67	Candida succiphila	Pichiaceae	7	Pichiaceae	Candida	Leu
106	candida_arabinofermentans	Candida_arabinofermentans	Candida_arabinofermentans	#FF8200	64	Candida arabinofermentans	Pichiaceae	7	Pichiaceae	Candida	Leu
107	dekkera_bruxellensis	Dekkera_bruxellensis	Brettanomyces_bruxellensis	#FF8200	68	Brettanomyces bruxellensis	Pichiaceae	7	Pichiaceae	Brettanomyces	Leu
108	yHMPu5000035674_kregervanrija_delftensis_160613	yHMPu5000035674_Kregervanrija_delftensis	Kregervanrija_delftensis	#FF8200	76	Kregervanrija delftensis	Pichiaceae	7	Pichiaceae	Kregervanrija	Leu
109	yHMPu5000035675_kregervanrija_fluxuum_160613	yHMPu5000035675_Kregervanrija_fluxuum	Kregervanrija_fluxuum	#FF8200	75	Kregervanrija fluxuum	Pichiaceae	7	Pichiaceae	Kregervanrija	Leu
110	nakazawaea_peltata	Nakazawaea_peltata	Nakazawaea_peltata	#6A3906	56	Nakazawaea peltata	CUG-Ala	6	Saccharomycetales incertae sedis	Nakazawaea	Ala
111	yHMPu5000034918_nakazawaea_holstii_160519	yHMPu5000034918_Nakazawaea_holstii	Nakazawaea_holstii	#6A3906	58	Nakazawaea holstii	CUG-Ala	6	Saccharomycetales incertae sedis	Nakazawaea	Ala
112	ogataea_methanolica	Ogataea_methanolica	Ogataea_methanolica	#FF8200	71	Ogataea methanolica	Pichiaceae	7	Pichiaceae	Ogataea	Leu
113	yHMPu5000034904_ogataea_nonfermentans_160519	yHMPu5000034904_Ogataea_nonfermentans	Ogataea_nonfermentans	#FF8200	88	Ogataea nonfermentans	Pichiaceae	7	Pichiaceae	Ogataea	Leu
114	ogataea_parapolymorpha	Ogataea_parapolymorpha	Ogataea_parapolymorpha	#FF8200	72	Ogataea parapolymorpha	Pichiaceae	7	Pichiaceae	Ogataea	Leu
115	yHMPu5000034902_ogataea_minuta_160519	yHMPu5000034902_Ogataea_minuta	Ogataea_minuta	#FF8200	90	Ogataea minuta	Pichiaceae	7	Pichiaceae	Ogataea	Leu
116	yHMPu5000034624_pichia_nakasei_160519	yHMPu5000034624_Pichia_nakasei	Pichia_nakasei	#FF8200	107	Pichia nakasei	Pichiaceae	7	Pichiaceae	Pichia	Leu
117	yHMPu5000034615_saturnispora_zaruensis_160519	yHMPu5000034615_Saturnispora_zaruensis	Saturnispora_zaruensis	#FF8200	110	Saturnispora zaruensis	Pichiaceae	7	Pichiaceae	Saturnispora	Leu
118	yHMPu5000034612_saturnispora_saitoi_160519	yHMPu5000034612_Saturnispora_saitoi	Saturnispora_saitoi	#FF8200	113	Saturnispora saitoi	Pichiaceae	7	Pichiaceae	Saturnispora	Leu
119	yHMPu5000035659_saturnispora_dispora_160519	yHMPu5000035659_Saturnispora_dispora	Saturnispora_dispora	#FF8200	77	Saturnispora dispora	Pichiaceae	7	Pichiaceae	Saturnispora	Leu
120	ambrosiozyma_kashinagacola	Ambrosiozyma_kashinagacola	Ambrosiozyma_kashinagacola	#FF8200	61	Ambrosiozyma kashinagacola	Pichiaceae	7	Saccharomycetales incertae sedis	Ambrosiozyma	Leu
121	ambrosiozyma_monospora	Ambrosiozyma_monospora	Ambrosiozyma_monospora	#FF8200	62	Ambrosiozyma monospora	Pichiaceae	7	Saccharomycetales incertae sedis	Ambrosiozyma	Leu
122	yHMPu5000035040_ambrosiozyma_maleeae_160519	yHMPu5000035040_Ambrosiozyma_maleeae	Ambrosiozyma_maleeae	#FF8200	80	Ambrosiozyma maleeae	Pichiaceae	7	Saccharomycetales incertae sedis	Ambrosiozyma	Leu
123	yHMPu5000035691_candida_salmanticensis_160519	yHMPu5000035691_Candida_salmanticensis	Groenewaldozyma_salmanticensis	#FF2800	31	Groenewaldozyma salmanticensis	Dipodascaceae/Trichomonascaceae	3	Saccharomycetales incertae sedis	Groenewaldozyma	Leu
124	kuraishia_capsulata	Kuraishia_capsulata	Kuraishia_capsulata	#FF8200	70	Kuraishia capsulata	Pichiaceae	7	Saccharomycetales incertae sedis	Kuraishia	Leu
125	yHMPu5000034932_kuraishia_ogatae_160519	yHMPu5000034932_Kuraishia_ogatae	Kuraishia_ogatae	#FF8200	87	Kuraishia ogatae	Pichiaceae	7	Saccharomycetales incertae sedis	Kuraishia	Leu
126	yHMPu5000034933_kuraishia_molischiana_160519	yHMPu5000034933_Kuraishia_molischiana	Kuraishia_molischiana	#FF8200	86	Kuraishia molischiana	Pichiaceae	7	Saccharomycetales incertae sedis	Kuraishia	Leu
127	pachysolen_tannophilus	Pachysolen_tannophilus	Pachysolen_tannophilus	#6A3906	57	Pachysolen tannophilus	CUG-Ala	6	Saccharomycetales incertae sedis	Pachysolen	Ala
128	yHMPu5000034631_martiniozyma_abiesophila_161215	yHMPu5000034631_Martiniozyma_abiesophila	Martiniozyma_abiesophila	#FF8200	103	Martiniozyma abiesophila	Pichiaceae	7	Pichiaceae	Martiniozyma	Leu
129	yHMPu5000035037_candida_montana_160519	yHMPu5000035037_Candida_montana	Candida_montana	#00e4ff	248	Candida montana	Phaffomycetaceae	10	Phaffomycetaceae	Candida	Leu
130	yHMPu5000034967_candida_freyschussii_160519	yHMPu5000034967_Candida_freyschussii	Candida_freyschussii	#00e4ff	251	Candida freyschussii	Phaffomycetaceae	10	Phaffomycetaceae	Candida	Leu
131	yHMPu5000035244_candida_incommunis_160928	yHMPu5000035244_Candida_incommunis	Candida_incommunis	#FF2800	36	Candida incommunis	Dipodascaceae/Trichomonascaceae	3	Saccharomycetales incertae sedis	Candida	Leu
132	yHMPu5000034887_ogataea_trehaloabstinens_160519	yHMPu5000034887_Ogataea_trehaloabstinens	Ogataea_trehaloabstinens	#FF8200	98	Ogataea trehaloabstinens	Pichiaceae	7	Pichiaceae	Ogataea	Leu
133	yHMPu5000034637_ogataea_populiabae_160519	yHMPu5000034637_Ogataea_populiabae	Ogataea_populialbae	#FF8200	101	Ogataea populialbae	Pichiaceae	7	Pichiaceae	Ogataea	Leu
134	yHMPu5000034903_ogataea_naganishii_160519	yHMPu5000034903_Ogataea_naganishii	Ogataea_naganishii	#FF8200	89	Ogataea naganishii	Pichiaceae	7	Pichiaceae	Ogataea	Leu
135	yHMPu5000034891_ogataea_pini_160519	yHMPu5000034891_Ogataea_pini	Ogataea_pini	#FF8200	96	Ogataea pini	Pichiaceae	7	Pichiaceae	Ogataea	Leu
136	yHMPu5000034899_ogataea_kodamae_160519	yHMPu5000034899_Ogataea_kodamae	Ogataea_kodamae	#FF8200	92	Ogataea kodamae	Pichiaceae	7	Pichiaceae	Ogataea	Leu
137	yHMPu5000034890_ogataea_ramenticola_160519	yHMPu5000034890_Ogataea_ramenticola	Ogataea_ramenticola	#FF8200	97	Ogataea ramenticola	Pichiaceae	7	Pichiaceae	Ogataea	Leu
